Destination Port,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_backward,Idle Mean,Label
80,355,11595,355,8688,8688,1327.777778,2919.56918,8523884.194,1493.75,2319.0,355,11595,235,0.0,DoS Hulk
1051,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,488,3525,488,2077,2077,364.8181818,720.0528895,518476.1636,401.3,705.0,488,3525,235,11600000.0,DoS GoldenEye
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,0.0,DDoS
444,5065,90,1460,6,1460,168.2258065,354.64026,125769.714,173.8333333,6.0,5065,90,1452,98800000.0,Infiltration
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
21,110,188,23,34,34,11.92,12.7440182,162.41,12.41666667,12.53333333,110,188,227,0.0,FTP-Patator
80,532,0,520,0,520,66.5,183.2897784,33595.14286,76.0,0.0,532,0,235,110000000.0,DoS Slowhttptest
80,307,11595,307,7240,7240,991.8333333,2327.259521,5416136.879,1082.0,2319.0,307,11595,235,98700000.0,DoS Hulk
80,2541,6,231,6,231,141.5,115.4547276,13329.79412,149.8235294,2.0,2541,6,0,19200000.0,DoS slowloris
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,26,11601,20,2920,2920,1057.0,1306.290856,1706395.8,1162.7,1657.285714,26,11601,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,35000000.0,DoS GoldenEye
3404,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
8080,210,134,198,128,198,43.0,76.44232186,5843.428571,49.14285714,44.66666667,210,134,237,0.0,Bot
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,85.78125,2008,2745,247,0.0,SSH-Patator
1984,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
21,123,188,32,34,34,12.44,13.32941609,177.6733333,12.95833333,12.53333333,123,188,227,0.0,FTP-Patator
4857,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
80,16,0,8,0,8,4.8,4.38178046,19.2,6.0,0.0,16,0,235,100000000.0,DoS slowloris
80,712,0,356,0,356,356.0,0.0,0.0,534.0,0.0,712,0,-1,0.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,366,11595,366,5792,5792,854.3571429,1566.010296,2452388.247,920.0769231,1656.428571,366,11595,235,98700000.0,DoS Hulk
80,8,0,8,0,8,5.333333333,4.618802154,21.33333333,8.0,0.0,8,0,235,0.0,DoS slowloris
53,42,74,42,74,74,52.66666667,18.47520861,341.3333333,79.0,74.0,42,74,-1,0.0,BENIGN
80,532,0,520,0,520,53.2,164.0601516,26915.73333,59.11111111,0.0,532,0,235,105000000.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,420,11595,414,4344,4344,858.2142857,1458.779584,2128037.874,924.2307692,1932.5,420,11595,235,99400000.0,DoS Hulk
9943,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,56,11601,20,4380,4380,833.0714286,1679.986285,2822353.918,897.1538462,2320.2,56,11601,229,49500000.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,0.0,DDoS
53,47,166,47,166,166,86.66666667,68.70468203,4720.333333,130.0,166.0,47,166,-1,0.0,BENIGN
21,112,188,26,34,34,12.0,12.83225104,164.6666667,12.5,12.53333333,112,188,227,0.0,FTP-Patator
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,0,1983,0,1983,1983,396.6,886.8245599,786457.8,495.75,661.0,0,1983,235,0.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,235,0.0,Web Attack � Brute Force
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,26,11601,20,7215,7215,1291.888889,2441.667076,5961738.111,1453.375,2320.2,26,11601,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,0.0,DDoS
16080,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
8080,210,134,198,128,198,43.0,76.44232186,5843.428571,49.14285714,44.66666667,210,134,237,0.0,Bot
80,16,0,8,0,8,4.8,4.38178046,19.2,6.0,0.0,16,0,235,100000000.0,DoS slowloris
80,56,11601,20,8760,8760,897.1538462,2488.507044,6192667.308,971.9166667,2900.25,56,11601,229,94800000.0,DDoS
444,13712,7878088,5792,13032,13032,1609.782307,2377.954578,5654667.975,1610.110499,3726.626301,13712,7878088,235,0.0,Heartbleed
80,383,370,383,370,383,83.66666667,166.0527025,27573.5,94.125,92.5,383,370,235,0.0,Web Attack � Brute Force
49156,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
53,50,111,50,111,111,70.33333333,35.21836642,1240.333333,105.5,111.0,50,111,-1,0.0,BENIGN
36950,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,240,0.0,BENIGN
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,32,0.0,BENIGN
80,365,0,351,0,351,45.625,123.4873475,15249.125,52.14285714,0.0,365,0,235,110000000.0,DoS Slowhttptest
80,476,11632,476,5840,5840,931.3846154,2171.831698,4716852.923,1009.0,2326.4,476,11632,235,0.0,DoS GoldenEye
80,320,3525,320,2077,2077,349.5454545,718.9597156,516903.0727,384.5,705.0,320,3525,235,12500000.0,DoS GoldenEye
2984,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,16393,0.0,Bot
444,11898,460,1460,267,1460,184.4477612,391.8442905,153541.948,187.2424242,13.52941176,11898,460,492,21700000.0,Infiltration
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
51467,18,0,6,0,6,6.0,0.0,0.0,8.0,0.0,18,0,-1,0.0,BENIGN
41012,31,0,31,0,31,20.66666667,17.89785834,320.3333333,31.0,0.0,31,0,-1,0.0,BENIGN
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
53,82,168,41,84,84,58.2,23.55206997,554.7,72.75,84.0,82,168,-1,0.0,BENIGN
80,368,11632,368,11632,11632,923.0769231,3219.238069,10400000.0,1000.0,2908.0,368,11632,235,5466888.0,DoS GoldenEye
80,2541,6,231,6,231,127.35,117.5733925,13823.50263,134.0526316,2.0,2541,6,0,19300000.0,DoS slowloris
8080,210,134,198,128,198,43.0,76.44232186,5843.428571,49.14285714,44.66666667,210,134,237,0.0,Bot
80,335,11632,335,10184,10184,854.7857143,2713.12429,7361043.412,920.5384615,2326.4,335,11632,235,0.0,DoS GoldenEye
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,85.78125,2008,2745,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,374,11632,374,4344,4344,706.2352941,1355.631565,1837736.941,750.375,1454.0,374,11632,235,0.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,2541,6,231,6,231,134.0526316,116.8034787,13643.05263,141.5,2.0,2541,6,0,19300000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
22,2008,2745,640,976,976,86.41818182,188.2012015,35419.69226,88.01851852,83.18181818,2008,2745,247,0.0,SSH-Patator
53,68,100,34,50,50,40.4,8.76356092,76.8,50.5,50.0,68,100,-1,0.0,BENIGN
79,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,2541,6,231,6,231,127.35,117.5733925,13823.50263,134.0526316,2.0,2541,6,0,19200000.0,DoS slowloris
512,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
1151,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,378,11595,366,5792,5792,921.4615385,1714.817707,2940599.769,998.25,1656.428571,378,11595,235,98400000.0,DoS Hulk
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,7328880.0,DDoS
80,328,11595,328,10136,10136,917.1538462,2798.923598,7833973.308,993.5833333,2319.0,328,11595,235,85900000.0,DoS Hulk
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
1043,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
444,2866110,33406,1274,267,1274,262.4233867,294.3120341,86619.57344,262.4471398,6.046334842,2866110,33406,3294,8143987.5,Infiltration
53,43,87,43,87,87,57.66666667,25.40341184,645.3333333,86.5,87.0,43,87,-1,0.0,BENIGN
80,345,11632,345,5792,5792,798.4666667,1794.284532,3219456.981,855.5,1661.714286,345,11632,235,0.0,DoS GoldenEye
8080,208,134,196,128,196,42.75,75.86407017,5755.357143,48.85714286,44.66666667,208,134,237,0.0,Bot
80,62,11607,20,4380,4380,729.6875,1584.07667,2509298.896,778.3333333,1934.5,62,11607,229,41300000.0,DDoS
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
21,104,188,22,34,34,11.68,12.55229063,157.56,12.16666667,12.53333333,104,188,227,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,108000000.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
444,0,90,0,6,6,2.903225806,3.048003048,9.290322581,3.0,6.0,0,90,0,0.0,Infiltration
80,239,0,231,0,231,29.875,81.31497402,6612.125,34.14285714,0.0,239,0,235,17100000.0,DoS slowloris
22,2008,2745,640,976,976,86.41818182,188.2012015,35419.69226,88.01851852,85.78125,2008,2745,247,0.0,SSH-Patator
444,13712,7878135,5792,14480,14480,1610.776871,2414.090913,5827834.935,1611.105467,3733.71327,13712,7878135,235,0.0,Heartbleed
53,46,46,23,23,23,23.0,0.0,0.0,28.75,23.0,46,46,-1,0.0,BENIGN
80,2541,6,231,6,231,127.35,117.5733925,13823.50263,134.0526316,2.0,2541,6,0,19200000.0,DoS slowloris
2746,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,0.0,DDoS
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,0.0,DDoS
80,2541,6,231,6,231,141.5,115.4547276,13329.79412,149.8235294,2.0,2541,6,0,19300000.0,DoS slowloris
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
1863,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
52220,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
80,602,364,602,364,602,107.3333333,221.137966,48902.0,120.75,91.0,602,364,236,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,5,0,5,0,5,2.5,2.886751346,8.333333333,3.333333333,0.0,5,0,235,0.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
21,110,188,23,34,34,11.92,12.7440182,162.41,12.41666667,12.53333333,110,188,227,0.0,FTP-Patator
52173,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
80,247,0,231,0,231,24.7,72.5626932,5265.344444,27.44444444,0.0,247,0,235,100000000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
444,6674,156,1164,6,1164,130.0,283.2257865,80216.84615,132.5,6.0,6674,156,1452,32500000.0,Infiltration
80,1624,11632,406,4344,4344,736.4444444,1304.2471,1701060.497,779.7647059,1661.714286,1624,11632,235,12700000.0,DoS GoldenEye
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
16018,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
5221,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
32772,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
443,1391,4023,730,1616,1616,300.7777778,503.9732201,253989.0065,318.4705882,402.3,1391,4023,34,0.0,BENIGN
80,384,11595,384,4344,4344,748.6875,1577.055007,2487102.496,798.6,1932.5,384,11595,235,99500000.0,DoS Hulk
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,239,0,231,0,231,29.875,81.31497402,6612.125,34.14285714,0.0,239,0,235,17100000.0,DoS slowloris
22,2008,2745,640,976,976,93.19607843,193.9302988,37608.96078,95.06,88.5483871,2008,2745,247,0.0,SSH-Patator
80,368,11595,368,5792,5792,664.6111111,1416.68383,2006993.075,703.7058824,1449.375,368,11595,235,68700000.0,DoS Hulk
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,341,11632,341,5792,5792,748.3125,1752.909342,3072691.163,798.2,1938.666667,341,11632,235,9974530.0,DoS GoldenEye
80,2541,6,231,6,231,127.35,117.5733925,13823.50263,134.0526316,2.0,2541,6,0,19300000.0,DoS slowloris
21,116,188,28,34,34,12.16,12.99576854,168.89,12.66666667,12.53333333,116,188,227,0.0,FTP-Patator
8080,207,134,195,128,195,42.625,75.57576615,5711.696429,48.71428571,44.66666667,207,134,237,0.0,Bot
21,108,188,23,34,34,11.84,12.67767066,160.7233333,12.33333333,12.53333333,108,188,227,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,56,11601,20,4380,4380,777.5333333,1434.571657,2057995.838,833.0714286,1933.5,56,11601,229,38100000.0,DDoS
80,26,11607,20,11595,11595,1454.125,4097.537534,16800000.0,1661.857143,2901.75,26,11607,229,0.0,DDoS
17988,4,12,2,6,6,3.6,2.19089023,4.8,4.5,6.0,4,12,0,0.0,BENIGN
80,26,11607,20,10135,10135,1292.555556,3350.634907,11200000.0,1454.125,2321.4,26,11607,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,604,11632,604,10184,10184,874.0,2710.110869,7344700.923,941.2307692,2326.4,604,11632,236,5682876.0,DoS GoldenEye
80,1780,0,356,0,356,178.0,187.6284745,35204.44444,197.7777778,0.0,1780,0,28960,0.0,DoS Slowhttptest
80,4,0,4,0,4,2.0,2.309401077,5.333333333,2.666666667,0.0,4,0,235,0.0,DoS Slowhttptest
80,524,0,520,0,520,58.22222222,173.1717195,29988.44444,65.5,0.0,524,0,235,107000000.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1176,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,382,3525,382,3525,3525,390.7,1107.804841,1227231.567,434.1111111,881.25,382,3525,235,0.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,8,0,8,0,8,5.333333333,4.618802154,21.33333333,8.0,0.0,8,0,235,0.0,DoS slowloris
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
443,16932,42621,1815,2916,2916,561.820754717,810.4919469906,656897.196136568,567.1714285714,835.7058823529,16932,42621,281,10010356.9,BENIGN
444,5066,90,1036,6,1036,168.2580645,321.5345464,103384.4645,173.8666667,6.0,5066,90,1452,104000000.0,Infiltration
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,431,3525,431,3525,3525,395.6,1107.87045,1227376.933,439.5555556,881.25,431,3525,235,6899715.0,DoS GoldenEye
33899,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
53,120,172,30,86,86,46.0,27.32520204,746.6666667,53.66666667,86.0,120,172,-1,0.0,BENIGN
80,350,11595,350,10136,10136,995.4166667,2908.726196,8460688.083,1085.909091,2319.0,350,11595,235,85000000.0,DoS Hulk
80,50,11607,20,7215,7215,897.1538462,2250.514898,5064817.308,971.9166667,2321.4,50,11607,229,6075462.0,DDoS
80,2541,6,231,6,231,141.5,115.4547276,13329.79412,149.8235294,2.0,2541,6,0,19300000.0,DoS slowloris
80,26,11607,20,4380,4380,1163.3,1903.962654,3625073.789,1292.555556,1934.5,26,11607,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,235,0.0,Web Attack � Sql Injection
2962,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,16393,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,11100000.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
80,26,11607,20,11595,11595,1454.125,4097.537534,16800000.0,1661.857143,2901.75,26,11607,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,39100000.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,26,11607,20,11595,11595,1454.125,4097.537534,16800000.0,1661.857143,2901.75,26,11607,229,0.0,DDoS
80,613,11632,613,5840,5840,816.3333333,1716.703638,2947071.381,874.6428571,1938.666667,613,11632,236,5590405.0,DoS GoldenEye
80,812,11595,403,5792,5792,1034.416667,1749.701193,3061454.265,1128.454545,1932.5,812,11595,235,100000000.0,DoS Hulk
53,49,189,49,189,189,95.66666667,80.82903769,6533.333333,143.5,189.0,49,189,-1,0.0,BENIGN
21,101,188,20,34,34,11.56,12.46354685,155.34,12.04166667,12.53333333,101,188,227,0.0,FTP-Patator
80,312,11595,312,8688,8688,850.5,2383.254425,5679901.654,915.9230769,2319.0,312,11595,235,98800000.0,DoS Hulk
80,16,0,8,0,8,4.8,4.38178046,19.2,6.0,0.0,16,0,235,101000000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,379,11595,373,8688,8688,997.8333333,2560.594776,6556645.606,1088.545455,2898.75,379,11595,235,98300000.0,DoS Hulk
8080,207,134,195,128,195,42.625,75.57576615,5711.696429,48.71428571,44.66666667,207,134,237,0.0,Bot
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,85.78125,2008,2745,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
80,350,11632,350,11584,11584,921.6923077,3205.075958,10300000.0,998.5,2326.4,350,11632,235,5607335.0,DoS GoldenEye
443,4723,2084,727,206,727,138.9183673,185.5799285,34439.90986,141.8125,94.72727273,4723,2084,42893,9647081.556,BENIGN
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
22,2008,2745,640,976,976,93.19607843,193.9302988,37608.96078,95.06,88.5483871,2008,2745,247,0.0,SSH-Patator
12000,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
1192,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,423,11595,405,4344,4344,858.8571429,1564.100324,2446409.824,924.9230769,1656.428571,423,11595,235,99500000.0,DoS Hulk
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
2971,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,16393,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
53,120,162,30,81,81,44.57142857,24.88545186,619.2857143,52.0,81.0,120,162,-1,0.0,BENIGN
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,360,11595,354,4344,4344,747.1875,1390.377178,1933148.696,797.0,1932.5,360,11595,235,85500000.0,DoS Hulk
53108,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
444,12,0,6,0,6,6.0,0.0,0.0,9.0,0.0,12,0,-1,0.0,Infiltration
80,579,11632,579,10184,10184,939.3076923,2808.853781,7889659.564,1017.583333,2326.4,579,11632,236,0.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,60000000.0,DoS GoldenEye
80,4556,644,1509,215,1509,133.3333333,400.1621601,160129.7544,136.8421053,33.89473684,4556,644,1187,9973370.818,BENIGN
80,2541,6,231,6,231,134.0526316,116.8034787,13643.05263,141.5,2.0,2541,6,0,19200000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
444,319630,6942,1271,6,1271,141.1088553,231.0500967,53384.14718,141.1698358,6.0,319630,6942,3977,13600000.0,Infiltration
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,26,11607,20,5840,5840,1163.3,2138.329153,4572451.567,1292.555556,1934.5,26,11607,229,0.0,DDoS
8080,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,237,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,8007818.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS GoldenEye
2000,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
3001,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,566,11632,566,11632,11632,938.3076923,3216.860565,10300000.0,1016.5,3877.333333,566,11632,236,6270762.0,DoS GoldenEye
80,26,11607,20,8760,8760,1292.555556,2952.520834,8717379.278,1454.125,2321.4,26,11607,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,383,11595,365,4344,4344,856.0,1459.17706,2129197.692,921.8461538,1656.428571,383,11595,235,83600000.0,DoS Hulk
21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,BENIGN
